"year","variable","units","scenario","source","version","value"
2100,"HFC32_emissions","Gg","GCAM_SSP1","GCAM","new",27.533789379
1990,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",2.7646554195
2005,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",2.5740714763
2010,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",3.0635693566
2015,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",3.6045659027
2021,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",4.2902322408
2025,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",4.6453031206
2030,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",5.15950717084
2035,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",5.74732668621
2040,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",6.03336671088
2045,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",6.23279328857
2050,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",6.69335970629
2055,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",7.0912946686
2060,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",7.46195918147
2065,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",7.82943142669
2070,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",8.11859070036
2075,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",8.33401863351
2080,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",8.46577736605
2085,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",8.5150389645
2090,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",8.50214086176
2095,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",8.45236812181
2100,"SF6_emissions","Gg","GCAM_SSP1","GCAM","new",8.34700200605
1990,"CF4_emissions","Gg","GCAM_SSP1","GCAM","new",11.1037607851
2010,"HFC23_emissions","Gg","GCAM_SSP1","GCAM","new",9.0445387905
1990,"C2F6_emissions","Gg","GCAM_SSP1","GCAM","new",1.6781865058
2005,"HFC23_emissions","Gg","GCAM_SSP1","GCAM","new",6.8150399058
1990,"HFC23_emissions","Gg","GCAM_SSP1","GCAM","new",9.1995099459024
1990,"HFC134a_emissions","Gg","GCAM_SSP1","GCAM","new",0.00555238062543
1990,"HFC245fa_emissions","Gg","GCAM_SSP1","GCAM","new",9.010356e-06
1990,"HFC143a_emissions","Gg","GCAM_SSP1","GCAM","new",1.078794e-05
1990,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",6.06840647492851
2005,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",8.03407247058697
2010,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",9.12766818353557
2015,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",9.7579286220489
2021,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",10.1203471154083
2025,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",10.7238495234972
2030,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",10.8668090807735
2035,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",10.6706515205858
2040,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",10.483669909934
2045,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",10.2470950418637
2050,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",9.94381754302341
2055,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",9.69318158586418
2060,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",9.47971580994158
2065,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",9.27392121993385
2070,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",9.08463965728591
2075,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",8.92975057487382
2080,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",8.72028374772124
2085,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",8.46001092728896
2090,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",8.15816557798267
2095,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",7.81628534374925
2100,"ffi_emissions","Pg C/yr","GCAM_SSP1","GCAM","new",7.48505918908605
1990,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",7.12704585714481
2005,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",7.41362502820224
2010,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",7.49797938684743
2015,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",7.08983568659347
2021,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",6.64435063494617
2025,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",6.56422040611282
2030,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",5.92988641955364
2035,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",5.29121985428916
2040,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",4.68383071341659
2045,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",4.28608775702244
2050,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",3.89985481298414
2055,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",3.7220006594394
2060,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",3.55128786537958
2065,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",3.38239454502653
2070,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",3.22413282436183
2075,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",3.06881873281468
2080,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",2.91615112670991
2085,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",2.77544541964163
2090,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",2.64119519426113
2095,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",2.51724508099637
2100,"BC_emissions","Tg","GCAM_SSP1","GCAM","new",2.40970193681859
1990,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",294.342154312468
2005,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",307.732599028375
2010,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",318.260219909313
2015,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",330.271719137233
2021,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",343.678021211937
2025,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",361.281339603646
2030,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",368.609578234643
2035,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",372.109715301504
2040,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",376.890945016964
2045,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",380.158763438744
2050,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",384.429945845895
2055,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",387.783614691808
2060,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",389.989923212162
2065,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",390.028948685598
2070,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",387.747459085381
2075,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",383.985367425908
2080,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",378.559506393921
2085,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",371.39362977721
2090,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",362.211025204413
2095,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",351.66718459561
2100,"CH4_emissions","Tg CH4","GCAM_SSP1","GCAM","new",340.105503941313
1990,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",817.214574353959
2005,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",777.587321036216
2010,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",754.830819604958
2015,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",730.713946294208
2021,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",667.826072449386
2025,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",663.261741373408
2030,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",603.139744025216
2035,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",555.667179948554
2040,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",513.943442462353
2045,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",477.686837308165
2050,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",449.851872374728
2055,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",435.471288760618
2060,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",420.050396449194
2065,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",404.188444076929
2070,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",389.501260138272
2075,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",375.262727306486
2080,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",361.688705252197
2085,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",351.936686525702
2090,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",342.807447486112
2095,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",334.854440902978
2100,"CO_emissions","Tg CO","GCAM_SSP1","GCAM","new",328.709102320881
1990,NA,NA,"GCAM_SSP1","GCAM","new",NA
2005,NA,NA,"GCAM_SSP1","GCAM","new",NA
2010,NA,NA,"GCAM_SSP1","GCAM","new",NA
2015,NA,NA,"GCAM_SSP1","GCAM","new",NA
2021,NA,NA,"GCAM_SSP1","GCAM","new",NA
2025,NA,NA,"GCAM_SSP1","GCAM","new",NA
2030,NA,NA,"GCAM_SSP1","GCAM","new",NA
2035,NA,NA,"GCAM_SSP1","GCAM","new",NA
2040,NA,NA,"GCAM_SSP1","GCAM","new",NA
2045,NA,NA,"GCAM_SSP1","GCAM","new",NA
2050,NA,NA,"GCAM_SSP1","GCAM","new",NA
2055,NA,NA,"GCAM_SSP1","GCAM","new",NA
2060,NA,NA,"GCAM_SSP1","GCAM","new",NA
2065,NA,NA,"GCAM_SSP1","GCAM","new",NA
2070,NA,NA,"GCAM_SSP1","GCAM","new",NA
2075,NA,NA,"GCAM_SSP1","GCAM","new",NA
2080,NA,NA,"GCAM_SSP1","GCAM","new",NA
2085,NA,NA,"GCAM_SSP1","GCAM","new",NA
2090,NA,NA,"GCAM_SSP1","GCAM","new",NA
2095,NA,NA,"GCAM_SSP1","GCAM","new",NA
2100,NA,NA,"GCAM_SSP1","GCAM","new",NA
1990,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",5.37350448854038
2005,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",5.94641244075274
2010,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",6.26240471711584
2015,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",6.60579978407251
2021,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",6.91180050326436
2025,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",7.38087880836761
2030,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",7.67206629470358
2035,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",7.93113534936736
2040,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",8.16848826619012
2045,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",8.38371595338403
2050,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",8.64365250725804
2055,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",8.87230706018886
2060,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",9.06930218962964
2065,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",9.19623986212652
2070,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",9.2495163728014
2075,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",9.23809677414562
2080,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",9.18847695595211
2085,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",9.09530553240834
2090,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",8.960171243277
2095,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",8.78856041801605
2100,"N2O_emissions","Tg N","GCAM_SSP1","GCAM","new",8.56833464803918
1990,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",49.4266975210743
2005,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",54.918472430314
2010,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",58.7894841667932
2015,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",62.0021472424888
2021,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",66.007265855772
2025,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",70.7480313616047
2030,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",74.1174389725622
2035,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",77.8599074785498
2040,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",81.4421771221825
2045,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",84.8158819125954
2050,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",87.5508323718035
2055,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",89.4540731993816
2060,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",91.1598589446372
2065,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",92.2326550713206
2070,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",92.6550287944393
2075,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",92.442384338396
2080,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",91.7082998506553
2085,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",90.6266882943078
2090,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",89.222031683959
2095,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",87.5416028873038
2100,"NH3_emissions","Tg","GCAM_SSP1","GCAM","new",85.4622764283678
1990,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",157.402670020465
2005,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",162.071074186517
2010,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",166.435884584333
2015,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",174.592108656923
2021,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",171.781634627689
2025,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",169.056074912033
2030,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",157.883801982265
2035,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",148.933031373474
2040,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",141.295823008277
2045,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",134.023591543013
2050,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",128.466535085271
2055,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",125.409595289814
2060,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",122.384985680002
2065,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",119.2098730673
2070,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",115.818335687223
2075,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",112.28193838996
2080,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",108.827190156016
2085,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",106.896083155923
2090,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",105.096035767188
2095,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",103.403931582554
2100,"NMVOC_emissions","Tg NMVOC","GCAM_SSP1","GCAM","new",101.806315612513
1990,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",36.4774433565084
2005,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",41.4538102109759
2010,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",40.6557539536
2015,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",39.4644054846393
2021,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",35.6818572836313
2025,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",35.1365855604749
2030,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",30.2469735144828
2035,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",25.8087320920802
2040,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",21.5574017907367
2045,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",19.4613303234141
2050,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",17.5619141356882
2055,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",16.7206899056976
2060,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",16.0313855538465
2065,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",15.3818094159461
2070,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",14.7585056099727
2075,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",14.1755227604233
2080,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",13.5902982561987
2085,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",12.9981037705268
2090,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",12.416641389508
2095,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",11.8319022566221
2100,"NOX_emissions","Tg N","GCAM_SSP1","GCAM","new",11.2601702314446
1990,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",22.2724865780082
2005,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",23.6016893183934
2010,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",24.3908850007195
2015,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",24.2776259448052
2021,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",23.9748202562535
2025,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",24.1991139959235
2030,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",22.6568918076295
2035,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",21.4653493750201
2040,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",20.8506214747602
2045,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",20.0598825737221
2050,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",19.1569054572356
2055,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",18.5896724966259
2060,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",17.8795043879242
2065,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",17.1179791913224
2070,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",16.4299229719349
2075,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",15.7653462503954
2080,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",15.1421569886765
2085,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",14.5974393173439
2090,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",14.08519507839
2095,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",13.6417962713122
2100,"OC_emissions","Tg","GCAM_SSP1","GCAM","new",13.2816699073464
1990,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",66724.2006252781
2005,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",61883.3155686425
2010,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",52801.1196889706
2015,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",44762.2210340626
2021,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",34077.0545924128
2025,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",31148.8263656952
2030,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",26246.3670183068
2035,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",22660.1298546142
2040,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",19565.4427079017
2045,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",16698.3122219379
2050,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",14156.9144658295
2055,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",13084.1379755938
2060,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",12134.8318457528
2065,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",11233.365928174
2070,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",10372.2923992911
2075,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",9594.8219206756
2080,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",8890.03732004629
2085,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",8210.55151471722
2090,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",7569.39580551209
2095,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",6964.71732340986
2100,"SO2_emissions","Gg S","GCAM_SSP1","GCAM","new",6389.78815467279
2005,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.3326894438
2010,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.1421159114
2015,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.4890217964
2021,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.5013436056
2025,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.5949416218
2030,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.7070790462
2035,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.7998243113
2040,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.8568851834
2045,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9028294918
2050,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.943349154
2055,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9647846254
2060,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9807381459
2065,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9899334237
2070,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9920306586
2075,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9882021011
2080,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9775918309
2085,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9597941051
2090,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9412188719
2095,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.9210072212
2100,"C2F6_emissions","Gg","GCAM_SSP2","GCAM","new",1.8964338963
2005,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",4.5595095224
2010,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",3.4908554511
2015,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",4.5419844727
2021,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",4.66616681119
2025,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",4.9610251152
2030,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",5.2805708076
2035,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",5.5288720623
2040,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",5.674560838
2045,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",5.79365840212
2050,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",5.93565118765
2055,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.03583766876
2060,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.11828085023
2065,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.17892917289
2070,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.21385911504
2075,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.22804525676
2080,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.21689876416
2085,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.1790080665
2090,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.13941081026
2095,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.09419621353
2100,"CF4_emissions","Gg","GCAM_SSP2","GCAM","new",6.03366776825
2005,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",13.4736975439
2010,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",25.754668812
2015,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",39.522956612
2021,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",76.34528554
2025,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",98.961458446
2030,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",130.268562054
2035,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",147.688384915
2040,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",163.455948133
2045,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",180.443768194
2050,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",198.66286012
2055,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",216.74065496
2060,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",236.12010782
2065,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",256.17057568
2070,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",276.05776492
2075,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",295.66737605
2080,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",314.45793267
2085,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",331.94987528
2090,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",348.56544966
2095,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",363.95706078
2100,"HFC125_emissions","Gg","GCAM_SSP2","GCAM","new",377.25587101
2005,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",130.6109941672
2010,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",181.60389160285
2015,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",244.0811181717
2021,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",312.4545100584
2025,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",341.26366561065
2030,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",387.5054268535
2035,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",430.524402372
2040,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",471.8702379905
2045,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",519.073690225
2050,"HFC134a_emissions","Gg","GCAM_SSP2","GCAM","new",573.9770180095
